EVT_907059_NAME;Rise of the German Malta !;
EVT_907059_DESC;No one will see this.....;
EVT_907059_OPTIONA;Kaiserbund is born !;
EVT_907060_NAME;Rise of the German Somailand !;
EVT_907060_DESC;No one will see this.....;
EVT_907060_OPTIONA;Kaiserbund is born !;
EVT_907053_NAME;Independent Qing Empire;
EVT_907053_DESC;We are once again free.....;
EVT_907053_OPTIONA;Great !;
EVT_907050_NAME;The reestructurization of Mittelafrika;
EVT_907050_DESC;In accordance with decision made by Berlin, we have reorganized our internal structure.....;
EVT_907050_OPTIONA;A new order for Africa;
EVT_907055_NAME;The reestructurization of Mittelafrika;
EVT_907055_DESC;In accordance with decision made by Berlin, we have reorganized our internal structure.....;
EVT_907055_OPTIONA;A new order for Africa;
EVT_907056_NAME;A new order in Africa;
EVT_907056_DESC;Under our guidance a new order has been established in Africa and it should further strengthen our influence in this vast continent !;
EVT_907056_OPTIONA;Great !;
EVT_907057_NAME;A new order in Africa;
EVT_907057_DESC;Under our guidance a new order has been established in Africa and it should further strengthen our influence in this vast continent !;
EVT_907057_OPTIONA;Great !;
EVT_907061_NAME;Rise of the German Angola !;
EVT_907061_DESC;No one will see this.....;
EVT_907061_OPTIONA;Kaiserbund is born !;
EVT_907062_NAME;Rise of the German Equatorial Africa !;
EVT_907062_DESC;No one will see this.....;
EVT_907062_OPTIONA;Kaiserbund is born !;
EVT_907063_NAME;Rise of the German Benin !;
EVT_907063_DESC;No one will see this.....;
EVT_907063_OPTIONA;Kaiserbund is born !;
EVT_907064_NAME;Rise of the German Congo !;
EVT_907064_DESC;No one will see this.....;
EVT_907064_OPTIONA;Kaiserbund is born !;
EVT_907065_NAME;Rise of the German Namibia !;
EVT_907065_DESC;No one will see this.....;
EVT_907065_OPTIONA;Kaiserbund is born !;
EVT_907066_NAME;Rise of the German Mozambique !;
EVT_907066_DESC;No one will see this.....;
EVT_907066_OPTIONA;Kaiserbund is born !;
EVT_907067_NAME;Rise of the German Cameroon !;
EVT_907067_DESC;No one will see this.....;
EVT_907067_OPTIONA;Kaiserbund is born !;
EVT_907068_NAME;Rise of the German Nigeria !;
EVT_907068_DESC;No one will see this.....;
EVT_907068_OPTIONA;Kaiserbund is born !;
EVT_907069_NAME;Rise of the German Ghana !;
EVT_907069_DESC;No one will see this.....;
EVT_907069_OPTIONA;Kaiserbund is born !;
EVT_907070_NAME;Rise of the German Rhodesia !;
EVT_907070_DESC;No one will see this.....;
EVT_907070_OPTIONA;Kaiserbund is born !;
EVT_907071_NAME;Rise of the German Gabon !;
EVT_907071_DESC;No one will see this.....;
EVT_907071_OPTIONA;Kaiserbund is born !;
EVT_907072_NAME;Rise of the German Benikongo !;
EVT_907072_DESC;No one will see this.....;
EVT_907072_OPTIONA;Kaiserbund is born !;
EVT_907073_NAME;The reestructurization of Mittelafrika;
EVT_907073_DESC;Despite our previous refusal to reorganize Mittelafrika, situation continues to deteriorate here. General population of Mittelafrika, discontent with its status as mere German colony are proving their discontent with strikes, manifestations and occasional raids, thus enforcing presence of large garrison, which further depletes our funds. One way, which might solve this situation is granting limited independence to nations inhabiting Mittelafrika, which should at least partially quell nationalist there...;
EVT_907073_OPTIONA;Divide Mittelafrika into minor states;
EVT_907073_OPTIONB;Reorganize Mittelafrika into Federative states;
EVT_907073_OPTIONC;Keep everything as it is;
EVT_907074_NAME;The reestructurization of AlgOstAsien GmbH;
EVT_907074_OPTIONA;Allow the Chinese to rule;
EVT_907074_OPTIONB;Restore Qing Empire;
EVT_907074_OPTIONC;Set up new regime in Southern China !;
EVT_907074_OPTIOND;The AoG should go back to the Qing;
EVT_907074_OPTIONE;Keep everything as it is;
EVT_907075_NAME;The reestructurization of Mittelafrika;
EVT_907075_DESC;Despite our previous refusal to reorganize Mittelafrika, situation continues to deteriorate here. General population of Mittelafrika, discontent with its status as mere German colony are proving their discontent with strikes, manifestations and occasional raids, thus enforcing presence of large garrison, which further depletes our funds. One way, which might solve this situation is granting limited independence to nations inhabiting Mittelafrika, which should at least partially quell nationalist there...;
EVT_907075_OPTIONA;Divide Mittelafrika into minor states;
EVT_907075_OPTIONB;Reorganize Mittelafrika into Federative states;
EVT_907075_OPTIONC;Keep everything as it is;
EVT_907076_NAME;The reestructurization of AlgOstAsien GmbH;
EVT_907076_OPTIONA;Allow the Chinese to rule;
EVT_907076_OPTIONB;Restore Qing Empire;
EVT_907076_OPTIONC;Set up new regime in Southern China !;
EVT_907076_OPTIOND;The AoG should go back to the Qing;
EVT_907076_OPTIONE;Keep everything as it is;
EVT_907077_NAME;Status of Malta;
EVT_907077_DESC;Despite our previous refusal to reorganize our colonial possesion Malta, situation continues to deteriorate here. General population of this island, discontent with its status as mere German colony are proving their discontent with strikes and manifestations, thus enforcing presence of large garrison, which further depletes our funds. One way, which might solve this situation is granting limited independence to this country, which should at least partially quell nationalist there...;
EVT_907077_OPTIONA;Grant them limited autonomy;
EVT_907077_OPTIONB;Keep them under our direct control;
EVT_907078_NAME;Status of Somailand;
EVT_907078_DESC;Despite our previous refusal to reorganize German somailand, situation continues to deteriorate here. Armed bands fighting for independence of Somailand are disrupting our communications here, enforcing presence of large garrison, which further depletes our funds. One way, which might solve this situation is granting limited independence to this backwater country, which should at least partially quell nationalist there...;
EVT_907078_OPTIONA;Grant them limited autonomy;
EVT_907078_OPTIONB;Keep them under our direct control;
EVT_907079_NAME;Status of Malta;
EVT_907079_DESC;Despite our previous refusal to reorganize our colonial possesion Malta, situation continues to deteriorate here. General population of this island, discontent with its status as mere German colony are proving their discontent with strikes and manifestations, thus enforcing presence of large garrison, which further depletes our funds. One way, which might solve this situation is granting limited independence to this country, which should at least partially quell nationalist there...;
EVT_907079_OPTIONA;Grant them limited autonomy;
EVT_907079_OPTIONB;Keep them under our direct control;
EVT_907080_NAME;Status of Somailand;
EVT_907080_DESC;Despite our previous refusal to reorganize German somailand, situation continues to deteriorate here. Armed bands fighting for independence of Somailand are disrupting our communications here, enforcing presence of large garrison, which further depletes our funds. One way, which might solve this situation is granting limited independence to this backwater country, which should at least partially quell nationalist there...;
EVT_907080_OPTIONA;Grant them limited autonomy;
EVT_907080_OPTIONB;Keep them under our direct control;
EVT_907081_NAME;New order in China !;
EVT_907081_DESC;In accordance with decision made by Berlin, we have reorganized our internal structure.....;
EVT_907081_OPTIONA;We are free once more !;
EVT_907082_NAME;A new order in China;
EVT_907082_DESC;Under our guidance a new order has been established in China and it should further strengthen our influence in this vast country !;
EVT_907082_OPTIONA;Great !;
EVT_907052_NAME;New order in China !;
EVT_907052_DESC;In accordance with decision made by Berlin, we have reorganized our internal structure.....;
EVT_907052_OPTIONA;We must obey...;
EVT_907054_NAME;New order in China !;
EVT_907054_DESC;In accordance with decision made by Berlin, we have reorganized our internal structure.....;
EVT_907054_OPTIONA;We must obey...;
EVT_907083_NAME;A new order in China;
EVT_907083_DESC;Under our guidance a new order has been established in China and it should further strengthen our influence in this vast country !;
EVT_907083_OPTIONA;Great !;
EVT_907084_NAME;A new order in China;
EVT_907084_DESC;Under our guidance a new order has been established in China and it should further strengthen our influence in this vast country !;
EVT_907084_OPTIONA;Great !;
EVT_907085_NAME;Status of Southern Yemen;
EVT_907085_DESC;With our decision to implement Kaiserbund project we still have to decide extent of its implementation on various fringe regions under our control. One such region is the Southern Yemen. While admirals of Kaiserliche Marine are arguing for keeping this territory inder our direct control as a way to keep Gulf of Aden under our control, the most of politicians would rather cut down our expenses with administration of this territory even at cost of diminishing our presence in this area.;
EVT_907085_OPTIONA;Grant them limited autonomy;
EVT_907085_OPTIONB;Offer Southern Yemen to Yemen;
EVT_907085_OPTIONC;Keep them under our direct control;
EVT_907086_NAME;Rise of the German Yemen !;
EVT_907086_DESC;No one will see this.....;
EVT_907086_OPTIONA;Kaiserbund is born !;
EVT_907087_NAME;An offer from German Empire;
EVT_907087_DESC;The Germans have sent us an offer in which they will secede us the Southern Yemen and in return we become their protectorate. The offer is tempting to say the least, should we accept it?;
EVT_907087_OPTIONA;Accept the offer!;
EVT_907087_OPTIONB;We refuse!;
EVT_907088_NAME;Yemen has accepted our offer;
EVT_907088_DESC;The Mutawakkilite Kingdom of Yemen has agreed to our offer and they have become our protectorate.;
EVT_907088_OPTIONA;Great!;
EVT_907089_NAME;Status of Southern Yemen;
EVT_907089_DESC;Despite our previous refusal to reorganize Southern Yemen, situation continues to deteriorate here. Armed bands fighting for independence of the Southern Yemen are disrupting our communications here, enforcing presence of large garrison, which further depletes our funds. One way, which might solve this situation is granting limited independence to this backwater country, which should at least partially quell nationalist there...;
EVT_907089_OPTIONA;Grant them limited autonomy;
EVT_907089_OPTIONB;Offer Southern Yemen to Yemen;
EVT_907089_OPTIONC;Keep them under our direct control;
EVT_907090_NAME;Status of Southern Yemen;
EVT_907090_DESC;Despite our previous refusal to reorganize Southern Yemen, situation continues to deteriorate here. Armed bands fighting for independence of the Southern Yemen are disrupting our communications here, enforcing presence of large garrison, which further depletes our funds. One way, which might solve this situation is granting limited independence to this backwater country, which should at least partially quell nationalist there...;
EVT_907090_OPTIONA;Grant them limited autonomy;
EVT_907090_OPTIONB;Offer Southern Yemen to Yemen;
EVT_907090_OPTIONC;Keep them under our direct control;
EVT_908011_NAME;The Syndicalists first move;
EVT_908011_DESC;The Reds are meeting to coordinate their activities, which are definitively aimed against order we have established in Europe following our vicotry in Weltkrieg. We must watch this meeting and analyze its results closely!;
EVT_908011_OPTIONA;Watch them!;
EVT_908012_NAME;France shows its true face;
EVT_908012_DESC;The Reds are clearly set to spread their poison as they have clearly shown during last session of Internationale ! We must be prepared for anything...!;
EVT_908012_OPTIONA;We must be ready...;
EVT_908013_NAME;The International shows its true face;
EVT_908013_DESC;The Reds are clearly set to spread their poison as they have clearly shown during last session of Internationale ! We must be prepared for anything...!;
EVT_908013_OPTIONA;We must be ready...;
EVT_908014_NAME;The Swiss cave in;
EVT_908014_DESC;With the humiliation of Switzerland we must now be more prepared than ever to war with France and her allies!;
EVT_908014_OPTIONA;We will be ready !;
EVT_908015_NAME;An old idea made new;
EVT_908015_DESC;In 1848 the Frankfurt Assembly debated the fate of the German states. In 1871 Bismarck forge a united Germany. In 1914 we smashed the Entente. And now we have finally liberated our last German brothers from the clutches of decadency! Long live the Kaiserreich! Long live Grossdeutschland!;
EVT_908015_OPTIONA;Heil dir im Siegerkranz!;
EVT_908016_NAME;War Reparations;
EVT_908016_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908016_OPTIONA;To the victor, the spoils!;
EVT_908017_NAME;War Reparations;
EVT_908017_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908017_OPTIONA;To the victor, the spoils!;
EVT_908018_NAME;War Reparations;
EVT_908018_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908018_OPTIONA;To the victor, the spoils!;
EVT_908019_NAME;War Reparations;
EVT_908019_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908019_OPTIONA;To the victor, the spoils!;
EVT_908020_NAME;War Reparations;
EVT_908020_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908020_OPTIONA;To the victor, the spoils!;
EVT_908021_NAME;War Reparations;
EVT_908021_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908021_OPTIONA;To the victor, the spoils!;
EVT_908022_NAME;War Reparations;
EVT_908022_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908022_OPTIONA;To the victor, the spoils!;
EVT_908023_NAME;War Reparations;
EVT_908023_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908023_OPTIONA;To the victor, the spoils!;
EVT_908024_NAME;War Reparations;
EVT_908024_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908024_OPTIONA;To the victor, the spoils!;
EVT_908025_NAME;War Reparations;
EVT_908025_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908025_OPTIONA;To the victor, the spoils!;
EVT_908026_NAME;War Reparations;
EVT_908026_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908026_OPTIONA;To the victor, the spoils!;
EVT_908027_NAME;War Reparations;
EVT_908027_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908027_OPTIONA;To the victor, the spoils!;
EVT_908028_NAME;War Reparations;
EVT_908028_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908028_OPTIONA;To the victor, the spoils!;
EVT_908029_NAME;War Reparations;
EVT_908029_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908029_OPTIONA;To the victor, the spoils!;
EVT_908030_NAME;War Reparations;
EVT_908030_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908030_OPTIONA;To the victor, the spoils!;
EVT_908031_NAME;War Reparations;
EVT_908031_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908031_OPTIONA;To the victor, the spoils!;
EVT_908032_NAME;War Reparations;
EVT_908032_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908032_OPTIONA;To the victor, the spoils!;
EVT_908033_NAME;War Reparations;
EVT_908033_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908033_OPTIONA;To the victor, the spoils!;
EVT_908034_NAME;War Reparations;
EVT_908034_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908034_OPTIONA;To the victor, the spoils!;
EVT_908035_NAME;War Reparations;
EVT_908035_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908035_OPTIONA;To the victor, the spoils!;
EVT_908036_NAME;War Reparations;
EVT_908036_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908036_OPTIONA;To the victor, the spoils!;
EVT_908037_NAME;War Reparations;
EVT_908037_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908037_OPTIONA;To the victor, the spoils!;
EVT_908040_NAME;War Reparations;
EVT_908040_DESC;In the Peace Treaty we agreed to war reparation to the victor and so here are the spoils!;
EVT_908040_OPTIONA;To the victor, the spoils!;
EVT_908041_NAME;War Reparations;
EVT_908041_DESC;In the Peace Treaty we agreed to war reparation from the conquered and so here are the spoils!;
EVT_908041_OPTIONA;To the victor, the spoils!;
EVT_908042_NAME;Syndicalist in the Freistaat;
EVT_908042_DESC;The political fallout from the outsting of governor Göring has left our crown colony with the Syndicalists in power. We have effectivly lost our colony in Africa and now we must decide how our next move will be !;
EVT_908042_OPTIONA;There is nothing we can do...;
EVT_908042_OPTIONB;Covert operations will be good enough !;
EVT_908042_OPTIONC;They will be crushed !;
EVT_908058_NAME;Military coup;
EVT_908058_DESC;German agitators supported by officers of german origin and a part of the armed forces, have launched a coup against our government and are trying to restore the pro-German colonial regime in Centroafrica. The country is in chaos, how will the situation develop ?;
EVT_908058_OPTIONA;Armed forces secure the Dar-Es Salaam!;
EVT_908058_OPTIONB;Red militias defend the capital!;
EVT_908059_NAME;Military coup in Mittelafrika;
EVT_908059_DESC;Members of German military mission together with parts of the armed forces have successfully seized control of Dar-Es Salaam, overthrowing the ruling syndicalist regime and replacing it with the colonial administration. We have secured Mittelafrika as part of our colonial empire and prevented the expansion of Syndicalist influence !;
EVT_908059_OPTIONA;Excellent!;
EVT_908060_NAME;Military coup in Mittelafrika failed;
EVT_908060_DESC;Our attempt to overthrow ruling syndicalist regime in Dar-Es Salaam and save Mittelafrika as part our colonial empire has failed miserably. What shall we do now ?;
EVT_908060_OPTIONA;There is nothing we can do...;
EVT_908060_OPTIONB;War will solve this !;
EVT_908043_NAME;The Coronation of Wilhelm III;
EVT_908043_DESC;With the passing of the great Weltkriegkaiser Wilhelm the Second, Wilhelm the Third has given speech on his coronation day to guide all of Germany towards prosperity and to safeguard our intrests thorughout the globe !;
EVT_908043_OPTIONA;Heil dir im Siegerkranz!;
EVT_908044_NAME;The Coronation of Wilhelm III;
EVT_908044_DESC;With the passing of the great Weltkriegkaiser Wilhelm the Second, Wilhelm the Third has given a roaring speech to smash all of enemies of the German nation and to wage war in the west until final the victory against hated syndicalist is secured !;
EVT_908044_OPTIONA;Heil dir im Siegerkranz!;
EVT_69033_NAME;Question of French speaking minorities in the German Empire;
EVT_69033_OPTIONA;Increase military control in the border regions !;
EVT_69033_OPTIONB;Allow these petty Franzosen to meet in their petty clubs;
EVT_69034_NAME;Germany Suppresses its French Population !;
EVT_69034_DESC;German Empire, afraid of the rising power of our state decided to tighten control in border region, since they are fearfull of our growing influence ! We must be patient, soon the time will come, when our brothers in Wallonia, Lorraine and Alsace shall be liberated !;
EVT_69034_OPTIONA;Soon, our time shall come !;
EVT_69035_NAME;Further increasing our internal security;
EVT_69035_OPTIONA;Current security measures are sufficient !;
EVT_69035_OPTIONB;It's the time to ban all French organisations in Germany !;
EVT_69035_OPTIONC;This plan was madness from the beginning, abandon it....;
EVT_69036_NAME;German Empire Bans French Organisations !;
EVT_69036_DESC;In response to rising power of our motherland, pathetic leadership of German Empire decided to secure territorial integrity of their state by banning all french or french funded organisation. These actions aimed against existence of french minority within German Empire should not go unpunished !;
EVT_69036_OPTIONA;To war!;
EVT_69036_OPTIONB;Offer help to the resistance movement;
EVT_69036_OPTIONC;Publicly condemn German actions !;
EVT_69036_OPTIOND;Do nothing;
EVT_69037_NAME;International community condemns us!;
EVT_69037_OPTIONA;The Communards are behind this, destroy them!;
EVT_69037_OPTIONB;Ignore all protests !;
EVT_69037_OPTIONC;Restore rights of the French community;
EVT_69038_NAME;Uprising in Wallonia and Lorraine ?;
EVT_69038_DESC;We are finally at war with hated German reactionaries ! Shall we use this opportunity to help French resistance movement in Wallonia and Lorraine to achieve long desired freedom ?;
EVT_69038_OPTIONA;Support them !;
EVT_69038_OPTIONB;They can't handle this;
EVT_69039_NAME;Uprising in Wallonia and Lorraine!;
EVT_69039_DESC;Thanks to our support the French and Walloon population have risen against German occupants !;
EVT_69039_OPTIONA;Aux armes, citoyens!;
EVT_69040_NAME;Uprising in Wallonia and Lorraine!;
EVT_69040_DESC;Thanks to our support the French and Walloon population have risen against German occupants !;
EVT_69040_OPTIONA;Aux armes, citoyens!;
EVT_69047_NAME;Status of Sri Lanka;
EVT_69047_DESC;With our economy having declined greatly after Black Monday, our Colonial Empire has been under fairly harsh scrutiny. Another part of our colonial empire that has been put under harsh scrutiny from various commisions is Sri Lanka. They are complaining that upkeep is too high since this island is of only little use to the German Empire. To help with our deficit it has been proposed that we grant natives autonomy or sell island to Princely Federation. What shall we do?;
EVT_69047_OPTIONA;Keep Sri Lanka under our control;
EVT_69047_OPTIONB;Grant natives autonomous status within German Empire;
EVT_69047_OPTIONC;Offer Sri Lanka to the Princely Federation;
EVT_69048_NAME;The sale of Sri Lanka;
EVT_69048_DESC;The Germans have come to us offering us the sale of Sri Lanka. While it would obviously cost us a sizeable amount of money, having the island once more would greatly strengthen our posistion in Indian Ocean. What shall our reply be ?;
EVT_69048_OPTIONA;Welcome home Sri Lanka!;
EVT_69048_OPTIONB;We do not need that rock;
EVT_69049_NAME;The sale of Sri Lanka;
EVT_69049_DESC;Ambassador of the Princely Federation has sent a message to us declaring that government has agreed to buy Sri Lanka. We have begun to transfer control over island to them.;
EVT_69049_OPTIONA;Great;
EVT_69050_NAME;The Princely Federation refused our offer;
EVT_69050_DESC;The Princely Federation has replied to our offer flatly stating that they do not want Sri Lanka. We can now only keep things as they are or allow natives more autonomy. What shall we do ?;
EVT_69050_OPTIONA;Keep Sri Lanka under our control then;
EVT_69050_OPTIONB;Grant natives autonomous status within the German Empire;
EVT_69051_NAME;Autonomous Sri Lanka;
EVT_69051_DESC;...Nobody sees this...;
EVT_69051_OPTIONA;A new beginning;
EVT_69052_NAME;Military mission to the Don-Kuban Union ?;
EVT_69052_DESC;After its inclusion into Mitteleuropa, Don-Kuban union has officially requested a presence of German military mission, in order to help them modernize their obsolete armed forces. How shall we react ?;
EVT_69052_OPTIONA;Sent military mission to Don-Kuban Union!;
EVT_69052_OPTIONB;No, it's not necessary;
EVT_69053_NAME;German military mission arrives to Don-Kuban Union;
EVT_69053_DESC;German Empire decided to send military mission to our homeland in order to help us improve our obsolete armed forces.;
EVT_69053_OPTIONA;Great!;
EVT_900830_NAME;The Union of Britain invade Denmark;
EVT_900830_DESC;Combined forces of the Union of Britain have launched invasion of Denmark.This invasion threatens to disrupt balance of powers in favour of the syndicalist alliance .Shall we warn syndicalist about foolishness of their actions or let Denmark fall ?;
EVT_900830_OPTIONA;Warn them to turn back or face german arms!;
EVT_900830_OPTIONB;Back Down! We've changed our minds!;
EVT_555803_NAME;The Germans Send an Ultimatum;
EVT_555803_DESC;The Second Reich has Sent an Ultimatum to London. We are to either pull out of Denmark and declare a cease fire or Germany will come to Denmark's aid.;
EVT_555803_OPTIONA;We will not risk war with Germany, Back to the Boats!;
EVT_555803_OPTIONB;We Answer to no Monarchy! Continue Onto Copenhagen!;
EVT_555804_NAME;The Ultimatum, Berlin Warns London;
EVT_555804_DESC;Germany has come to our aid! They have sent an ultimatum to the Union of Britain, either fall back to their home islands or risk annihilation.;
EVT_555804_OPTIONA;We Knew They'd Pull Through For Us!;
EVT_555805_NAME;The Union of Britain Backs Down;
EVT_555805_DESC;After the ultimatum was received by London, they quickly sent orders to all their commanders on the ground to cease fire and return to the coast. We have achieved a diplomatic victory today, we have shown the world we will stand up to Socialist and Syndicalist agression, and we will protect any nation under threat from be it Britain or France.;
EVT_555805_OPTIONA;Diplomacy Has Achieved Peace Once Again!;
EVT_555806_NAME;The Brits Ignore our Ultimatum;
EVT_555806_DESC;After the ultimatum was received by London, they ignored it and are making their way to the Danish Capital of Copenhagen, clearly ignoring our ultimatum. We can either go through and declare war, bringing Denmark into our alliance or we can stand down and let Denmark fall.;
EVT_555806_OPTIONA;They have made their choice, war it is!;
EVT_555806_OPTIONB;Back Down! We've changed our minds!;
EVT_555807_NAME;The British Pull out of Denmark;
EVT_555807_DESC;After the ultimatum was received by London, they quickly sent orders to all their commanders on the ground to cease fire and return to the coast. Denmark's independence will be kept, and our pride intact.;
EVT_555807_OPTIONA;We couldn't have done it without Germany!;
EVT_900815_NAME;The Syndicalist invade Italy;
EVT_900815_DESC;Combined Armed forces of the French Commune and the Socialist republic of Italy have launched invasion of the Italian Federation.This invasion threatens to disrupt balance of powers in favour of the syndicalist alliance .Shall we warn syndicalist about foolishness of their actions or let Italy fall ?;
EVT_900815_OPTIONA;Warn them to turn back or face german arms!;
EVT_900815_OPTIONB;Back Down! We've changed our minds!;
EVT_900816_NAME;The Germans Send an Ultimatum;
EVT_900816_DESC;The Second Reich has Sent an Ultimatum to Paris. We are to either pull out of Italy and declare a cease fire or Germany will come to Italy's aid.;
EVT_900816_OPTIONA;We will not risk war with Germany, cancel invasion !;
EVT_900816_OPTIONB;We Answer to no Monarchy! Continue onto Rome!;
EVT_900817_NAME;The Ultimatum, Berlin Warns Paris;
EVT_900817_DESC;Germany has come to our aid! They have sent an ultimatum to the Commune of France, either fall back to their homeland or risk annihilation.;
EVT_900817_OPTIONA;We Knew They'd Pull Through For Us!;
EVT_900818_NAME;The Syndicalist Pull out of Italy;
EVT_900818_DESC;After the ultimatum was received by Paris, they quickly sent orders to all their commanders on the ground to cease fire and return to the theri hoemlands. ITaly's independence will be kept, and our pride intact.;
EVT_900818_OPTIONA;We couldn't have done it without Germany!;
EVT_900819_NAME;The Syndicalist ignore our Ultimatum;
EVT_900819_DESC;After the ultimatum was received by Paris, they ignored it and are making their way to the Italian Capital of Rome, clearly ignoring our ultimatum. We can either go through and declare war, bringing Italy into our alliance or we can stand down and let Italy fall.;
EVT_900819_OPTIONA;They have made their choice, war it is!;
EVT_900819_OPTIONB;Back Down! We've changed our minds!;
EVT_900824_NAME;The Syndicalist invade Spain;
EVT_900824_DESC;Armed forces of the French Commune have launched invasion of the Spanish state.This invasion threatens to disrupt balance of powers in favour of the syndicalist alliance .Shall we warn syndicalist about foolishness of their actions or let Spain fall ?;
EVT_900824_OPTIONA;Warn them to turn back or face german arms!;
EVT_900824_OPTIONB;Back Down! We've changed our minds!;
EVT_900825_NAME;The Germans Send an Ultimatum;
EVT_900825_DESC;The Second Reich has Sent an Ultimatum to Paris. We are to either pull out of Spain and declare a cease fire or Germany will aid Spain via direct military intervention.;
EVT_900825_OPTIONA;We will not risk war with Germany, cancel invasion !;
EVT_900825_OPTIONB;We Answer to no Monarchy! Continue onto Madrid!;
EVT_900826_NAME;The Ultimatum, Berlin Warns Paris;
EVT_900826_DESC;Germany has come to our aid! They have sent an ultimatum to the Commune of France, to either fall back to their homeland or risk annihilation.;
EVT_900826_OPTIONA;We Knew They'd Pull Through For Us!;
EVT_900827_NAME;The Syndicalist Pull out of Spain;
EVT_900827_DESC;After the ultimatum was received by Paris, they quickly sent orders to all their commanders on the ground to cease fire and return to the their homeland.Independence of Spain will be kept, and our pride is intact.;
EVT_900827_OPTIONA;We couldn't have done it without Germany!;
EVT_900828_NAME;The Syndicalist ignore our Ultimatum;
EVT_900828_DESC;After the ultimatum was received by Paris, they ignored it and are making their way to the Spanish Capital of Madrid, clearly ignoring our ultimatum. We can either go through and declare war, bringing Spain into our alliance or we can stand down and let Spain fall.;
EVT_900828_OPTIONA;They have made their choice, war it is!;
EVT_900828_OPTIONB;Back Down! We've changed our minds!;
EVT_900829_NAME;The Syndicalist backs down;
EVT_900829_DESC;After the ultimatum was received by Paris, they quickly sent orders to all their commanders on the ground to cease fire and return to their homeland. We have achieved a diplomatic victory today, we have shown the world we will stand up to Socialist and Syndicalist agression, and we will protect any nation under threat from be it Britain or France.;
EVT_900829_OPTIONA;Diplomacy Has Achieved Peace Once Again!;
EVT_555800_NAME;Liberation of Flandern-Wallonien;
EVT_555800_DESC;We have retaken the Flandern-Wallonien. Should we liberate it, divide it or keep it for ourselves?;
EVT_555800_OPTIONA;Liberate! Flandern-Wallonien fights alongside us once again!;
EVT_555800_OPTIONB;Divide Flanders-Wallonia !;
EVT_555800_OPTIONC;We will occupy them for now at least;
EVT_900831_NAME;The Germans have Liberated us;
EVT_900831_DESC;From Ghent to Namur the people have welcomed the victorious German troops!;
EVT_900831_OPTIONA;We owe a debt of gratitude to the Kaiser;
EVT_900832_NAME;The Germans have Liberated us;
EVT_900832_DESC;From Ghent to Namur the people have welcomed the victorious German troops!;
EVT_900832_OPTIONA;We owe a debt of gratitude to the Kaiser;
EVT_555801_NAME;The Germans have Liberated us;
EVT_555801_DESC;From Ghent to Namur the people have welcomed the victorious German troops!;
EVT_555801_OPTIONA;We owe a debt of gratitude to the Kaiser;
EVT_555802_NAME;Flandern-Wallonien in Mitteleuropa!;
EVT_555802_DESC;We liberated Flandern-Wallonien and we welcome them back in Mitteleuropa;
EVT_555802_OPTIONA;That's good!;
EVT_900809_NAME;Fate of the Southern Wallonia;
EVT_900809_DESC;Now that we don't have to fear any more threats from the west front, should we give the provinces of Southern Wallonia to their rightfull owner or shall we fully integrate this province into German Empire?;
EVT_900809_OPTIONA;Return it to rightfull owner;
EVT_900809_OPTIONB;Integrate Souther Wallonia !;
EVT_900810_NAME;Southern Wallonia;
EVT_900810_DESC;The Germans are giving us our rightfully provinces of southern Wallonia.;
EVT_900810_OPTIONA;Thanks;
EVT_900833_NAME;Southern Wallonia;
EVT_900833_DESC;The Germans are giving us our rightfully provinces of southern Wallonia.;
EVT_900833_OPTIONA;Thanks;
EVT_900811_NAME;The partitioning of the Netherlands;
EVT_900811_DESC;We have taken control of the Netherlands, should we split it with our loyal ally, Flandern-Wallonien?;
