#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
ALLIANCE_ENTENTE1948;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;;;X
NPERSONALITY_BOURBON_KING;Bourbon King;Bourbon King;Bourbon King;Bourbon King;Bourbon King;Bourbon King;Bourbon King;Король из Династии Бурбонов;;;x
DPERSONALITY_BOURBON_KING;King Jean III is the King of France and current head of the Bourbon Dynasty. After the law of banishment was repealed following the French Civil War, the Bourbon family along with other French nobles in exile travelled to Algeria and settled there with the French government in exile. Jean is a charismatic man and a prominent supporter of the military leadership of the Fourth Republic, and good friends with prominent figures in monarchist circles such as Charles Maurras. While old and inexperienced in the arts of ruling, his reign prompts the hope of a French Kingdom that returns to the height of Bourbon power in the modern era.;King Jean III is the King of France and current head of the Bourbon Dynasty. After the law of banishment was repealed following the French Civil War, the Bourbon family along with other French nobles in exile travelled to Algeria and settled there with the French government in exile. Jean is a charismatic man and a prominent supporter of the military leadership of the Fourth Republic, and good friends with prominent figures in monarchist circles such as Charles Maurras. While old and inexperienced in the arts of ruling, his reign prompts the hope of a French Kingdom that returns to the height of Bourbon power in the modern era.;King Jean III is the King of France and current head of the Bourbon Dynasty. After the law of banishment was repealed following the French Civil War, the Bourbon family along with other French nobles in exile travelled to Algeria and settled there with the French government in exile. Jean is a charismatic man and a prominent supporter of the military leadership of the Fourth Republic, and good friends with prominent figures in monarchist circles such as Charles Maurras. While old and inexperienced in the arts of ruling, his reign prompts the hope of a French Kingdom that returns to the height of Bourbon power in the modern era.;King Jean III is the King of France and current head of the Bourbon Dynasty. After the law of banishment was repealed following the French Civil War, the Bourbon family along with other French nobles in exile travelled to Algeria and settled there with the French government in exile. Jean is a charismatic man and a prominent supporter of the military leadership of the Fourth Republic, and good friends with prominent figures in monarchist circles such as Charles Maurras. While old and inexperienced in the arts of ruling, his reign prompts the hope of a French Kingdom that returns to the height of Bourbon power in the modern era.;King Jean III is the King of France and current head of the Bourbon Dynasty. After the law of banishment was repealed following the French Civil War, the Bourbon family along with other French nobles in exile travelled to Algeria and settled there with the French government in exile. Jean is a charismatic man and a prominent supporter of the military leadership of the Fourth Republic, and good friends with prominent figures in monarchist circles such as Charles Maurras. While old and inexperienced in the arts of ruling, his reign prompts the hope of a French Kingdom that returns to the height of Bourbon power in the modern era.;King Jean III is the King of France and current head of the Bourbon Dynasty. After the law of banishment was repealed following the French Civil War, the Bourbon family along with other French nobles in exile travelled to Algeria and settled there with the French government in exile. Jean is a charismatic man and a prominent supporter of the military leadership of the Fourth Republic, and good friends with prominent figures in monarchist circles such as Charles Maurras. While old and inexperienced in the arts of ruling, his reign prompts the hope of a French Kingdom that returns to the height of Bourbon power in the modern era.;King Jean III is the King of France and current head of the Bourbon Dynasty. After the law of banishment was repealed following the French Civil War, the Bourbon family along with other French nobles in exile travelled to Algeria and settled there with the French government in exile. Jean is a charismatic man and a prominent supporter of the military leadership of the Fourth Republic, and good friends with prominent figures in monarchist circles such as Charles Maurras. While old and inexperienced in the arts of ruling, his reign prompts the hope of a French Kingdom that returns to the height of Bourbon power in the modern era.;King Jean III is the King of France and current head of the Bourbon Dynasty. After the law of banishment was repealed following the French Civil War, the Bourbon family along with other French nobles in exile travelled to Algeria and settled there with the French government in exile. Jean is a charismatic man and a prominent supporter of the military leadership of the Fourth Republic, and good friends with prominent figures in monarchist circles such as Charles Maurras. While old and inexperienced in the arts of ruling, his reign prompts the hope of a French Kingdom that returns to the height of Bourbon power in the modern era.;;;x
NPERSONALITY_KING_OF_FRANCE;King of France;King of France;King of France;King of France;King of France;King of France;King of France;Король Франции;;;x
DPERSONALITY_KING_OF_FRANCE;King Henri VI is the leader of the Bourbon Kingdom of France following the death of his father King Jean III. He spent most of his youth in Morocco due to the French Law of Exile banning noble families from living in France proper, but after the German takeover of the region following the defeat of the France in the Great War, he fled to Algiers with the rest of his family. King Henri is an inexperienced youth that is notoriously bad with money, but he has great charisma and determination, which will be crucial to leading the Bourbon Dynasty into a new era of French greatness.;King Henri VI is the leader of the Bourbon Kingdom of France following the death of his father King Jean III. He spent most of his youth in Morocco due to the French Law of Exile banning noble families from living in France proper, but after the German takeover of the region following the defeat of the France in the Great War, he fled to Algiers with the rest of his family. King Henri is an inexperienced youth that is notoriously bad with money, but he has great charisma and determination, which will be crucial to leading the Bourbon Dynasty into a new era of French greatness.;King Henri VI is the leader of the Bourbon Kingdom of France following the death of his father King Jean III. He spent most of his youth in Morocco due to the French Law of Exile banning noble families from living in France proper, but after the German takeover of the region following the defeat of the France in the Great War, he fled to Algiers with the rest of his family. King Henri is an inexperienced youth that is notoriously bad with money, but he has great charisma and determination, which will be crucial to leading the Bourbon Dynasty into a new era of French greatness.;King Henri VI is the leader of the Bourbon Kingdom of France following the death of his father King Jean III. He spent most of his youth in Morocco due to the French Law of Exile banning noble families from living in France proper, but after the German takeover of the region following the defeat of the France in the Great War, he fled to Algiers with the rest of his family. King Henri is an inexperienced youth that is notoriously bad with money, but he has great charisma and determination, which will be crucial to leading the Bourbon Dynasty into a new era of French greatness.;King Henri VI is the leader of the Bourbon Kingdom of France following the death of his father King Jean III. He spent most of his youth in Morocco due to the French Law of Exile banning noble families from living in France proper, but after the German takeover of the region following the defeat of the France in the Great War, he fled to Algiers with the rest of his family. King Henri is an inexperienced youth that is notoriously bad with money, but he has great charisma and determination, which will be crucial to leading the Bourbon Dynasty into a new era of French greatness.;King Henri VI is the leader of the Bourbon Kingdom of France following the death of his father King Jean III. He spent most of his youth in Morocco due to the French Law of Exile banning noble families from living in France proper, but after the German takeover of the region following the defeat of the France in the Great War, he fled to Algiers with the rest of his family. King Henri is an inexperienced youth that is notoriously bad with money, but he has great charisma and determination, which will be crucial to leading the Bourbon Dynasty into a new era of French greatness.;King Henri VI is the leader of the Bourbon Kingdom of France following the death of his father King Jean III. He spent most of his youth in Morocco due to the French Law of Exile banning noble families from living in France proper, but after the German takeover of the region following the defeat of the France in the Great War, he fled to Algiers with the rest of his family. King Henri is an inexperienced youth that is notoriously bad with money, but he has great charisma and determination, which will be crucial to leading the Bourbon Dynasty into a new era of French greatness.;King Henri VI is the leader of the Bourbon Kingdom of France following the death of his father King Jean III. He spent most of his youth in Morocco due to the French Law of Exile banning noble families from living in France proper, but after the German takeover of the region following the defeat of the France in the Great War, he fled to Algiers with the rest of his family. King Henri is an inexperienced youth that is notoriously bad with money, but he has great charisma and determination, which will be crucial to leading the Bourbon Dynasty into a new era of French greatness.;;;x
NPERSONALITY_HARBINGER_OF_DEMOCRACY;Harbinger of Democracy;Harbinger of Democracy;Harbinger of Democracy;Harbinger of Democracy;Harbinger of Democracy;Harbinger of Democracy;Harbinger of Democracy;Предвестник Демократии;;;x
DPERSONALITY_HARBINGER_OF_DEMOCRACY;Paul Reynaud was an up and coming politician in French local politics before the Civil War occurred, but he was driven out due to his conservative beliefs along with much of the government after the French Civil War. Living in a nation in exile that has been under the control of a military autocracy for decades, Paul Reynaud promises an end to the petty tyranny and authoritarianism that has dominated the 'true' French nation for so long. Now that he is Prime Minister, Reynaud seeks a return to French glory and importance on the international stage, but not at the cost of freedom and liberty for its citizens.;Paul Reynaud was an up and coming politician in French local politics before the Civil War occurred, but he was driven out due to his conservative beliefs along with much of the government after the French Civil War. Living in a nation in exile that has been under the control of a military autocracy for decades, Paul Reynaud promises an end to the petty tyranny and authoritarianism that has dominated the 'true' French nation for so long. Now that he is Prime Minister, Reynaud seeks a return to French glory and importance on the international stage, but not at the cost of freedom and liberty for its citizens.;Paul Reynaud was an up and coming politician in French local politics before the Civil War occurred, but he was driven out due to his conservative beliefs along with much of the government after the French Civil War. Living in a nation in exile that has been under the control of a military autocracy for decades, Paul Reynaud promises an end to the petty tyranny and authoritarianism that has dominated the 'true' French nation for so long. Now that he is Prime Minister, Reynaud seeks a return to French glory and importance on the international stage, but not at the cost of freedom and liberty for its citizens.;Paul Reynaud was an up and coming politician in French local politics before the Civil War occurred, but he was driven out due to his conservative beliefs along with much of the government after the French Civil War. Living in a nation in exile that has been under the control of a military autocracy for decades, Paul Reynaud promises an end to the petty tyranny and authoritarianism that has dominated the 'true' French nation for so long. Now that he is Prime Minister, Reynaud seeks a return to French glory and importance on the international stage, but not at the cost of freedom and liberty for its citizens.;Paul Reynaud was an up and coming politician in French local politics before the Civil War occurred, but he was driven out due to his conservative beliefs along with much of the government after the French Civil War. Living in a nation in exile that has been under the control of a military autocracy for decades, Paul Reynaud promises an end to the petty tyranny and authoritarianism that has dominated the 'true' French nation for so long. Now that he is Prime Minister, Reynaud seeks a return to French glory and importance on the international stage, but not at the cost of freedom and liberty for its citizens.;Paul Reynaud was an up and coming politician in French local politics before the Civil War occurred, but he was driven out due to his conservative beliefs along with much of the government after the French Civil War. Living in a nation in exile that has been under the control of a military autocracy for decades, Paul Reynaud promises an end to the petty tyranny and authoritarianism that has dominated the 'true' French nation for so long. Now that he is Prime Minister, Reynaud seeks a return to French glory and importance on the international stage, but not at the cost of freedom and liberty for its citizens.;Paul Reynaud was an up and coming politician in French local politics before the Civil War occurred, but he was driven out due to his conservative beliefs along with much of the government after the French Civil War. Living in a nation in exile that has been under the control of a military autocracy for decades, Paul Reynaud promises an end to the petty tyranny and authoritarianism that has dominated the 'true' French nation for so long. Now that he is Prime Minister, Reynaud seeks a return to French glory and importance on the international stage, but not at the cost of freedom and liberty for its citizens.;Paul Reynaud was an up and coming politician in French local politics before the Civil War occurred, but he was driven out due to his conservative beliefs along with much of the government after the French Civil War. Living in a nation in exile that has been under the control of a military autocracy for decades, Paul Reynaud promises an end to the petty tyranny and authoritarianism that has dominated the 'true' French nation for so long. Now that he is Prime Minister, Reynaud seeks a return to French glory and importance on the international stage, but not at the cost of freedom and liberty for its citizens.;;;x
NPERSONALITY_TIGER;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Шер-э-Бангла;;;x
DPERSONALITY_TIGER;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;;;X
NPERSONALITY_GENTLEMAN_POLITICIAN;Gentleman Politician;Gentleman Politician;Gentleman Politician;Gentleman Politician;Gentleman Politician;Gentleman Politician;Gentleman Politician;Политик-Джентльмен;;;X
DPERSONALITY_GENTLEMAN_POLITICIAN;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;;;X
NPERSONALITY_NETAJI;Red Netaji;Red Netaji;Red Netaji;Red Netaji;Red Netaji;Red Netaji;Red Netaji;Красный Нетаджи;;;x
DPERSONALITY_NETAJI;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;;;X
NPERSONALITY_KAISERHIND;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Индийский Кайзер;;;X
DPERSONALITY_KAISERHIND;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;;;X
NPERSONALITY_HERO_OF_VERDUN;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;Лев Вердена;;;x
