#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
ALLIANCE_ENTENTE1948;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;;;X
NPERSONALITY_TIGER;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Sher-e-Bangla;Шер-э-Бангла;;;x
DPERSONALITY_TIGER;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;A popular Bengali leader with strong socialist credentials and convictions, Abul Kasem Fazlul Huq rose to national prominence in the years following the Raj's collapse. Earning the nickname granted him by a loving populace, the Tiger of Bengal, Fazlul Huq, worked tiredlessly to fight against reactionary violence, wanton landlordism and its Zamidar perpetrators. Whilst his two closest ideological rivals within congress, Gandhi and Bose both occupy very diametrally opposed oppinions, Fazlul Huq aims to bring all of the former Raj's territory back under Calcutta's control, barring neither negotiation nor armed retortion.;;;X
NPERSONALITY_GENTLEMAN_POLITICIAN;Gentleman Politician;Gentleman Politician;Gentleman Politician;Gentleman Politician;Gentleman Politician;Gentleman Politician;Gentleman Politician;Политик-Джентльмен;;;X
DPERSONALITY_GENTLEMAN_POLITICIAN;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;An Indian barrister educated in London and a major figure within the All Indian Home Rule Movement, Muhammed Ali Jinnah was a man who according to Montagu appeared perfectly mannered, impressive-looking and armed to the teeth with dialectics. He quickly rose to prominence within the moderate wing of the Indian independence movement and campaigned vigorously for dominion status to be granted to Britain’s Raj. He split with the Indian National Congress when Gandhi’s call for populist defiance against the British alienated his deep belief in self-government attained through constitutional means.;;;X
NPERSONALITY_NETAJI;Red Netaji;Red Netaji;Red Netaji;Red Netaji;Red Netaji;Red Netaji;Red Netaji;Красный Нетаджи;;;x
DPERSONALITY_NETAJI;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;Subhas Chandra Bose was the young and charismatic leader of the early Indian Red Army. Born in 1897, his militarism and martial ability propelled him forward to command entire columns of troops against divisions loyal to the government in Delhi during the Indian Civil War that raged in the wake of the Raj’s collapse. Despite his young age, Bose quickly obtained a reputation as a determined and skilled commander with strong and radical socialist convictions, often butting heads with the moderate agrarian Gandhi.;;;X
NPERSONALITY_KAISERHIND;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Kaiser-i-Hind;Индийский Кайзер;;;X
DPERSONALITY_KAISERHIND;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;The Nizam of Hyderabad elevated to imperial majesty, Osman Ali Khan has successfully centralized the loose federation of southern Indian princes behind his burning ambition of a traditional, conservative and national Empire of India, liberated from the foreign notions of liberalism and socialism.;;;X
NPERSONALITY_HERO_OF_VERDUN;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;The Lion of Verdun;Лев Вердена;;;x
DPERSONALITY_HERO_OF_VERDUN;Marshal Phillipe Petain is leader of the Fourth French Republic, the remains of the exiled former government of France following the Syndicalist victory in the French Civil War. Marshal Petain is renowned for winning of the Battle of Verdun, the last major French military victory in the Great War. This popularity allowed him to bloodlessly coup the remnants of the Third Republic's government after moving to Algiers. Now in total command of the nation, Petain appointed close military commanders to his cabinet, declaring his regime the Fourth French Republic. With the world inching close to war, the Marshal envisions returning to his homeland and driving the Communards out of France once and for all.;Marshal Phillipe Petain is leader of the Fourth French Republic, the remains of the exiled former government of France following the Syndicalist victory in the French Civil War. Marshal Petain is renowned for winning of the Battle of Verdun, the last major French military victory in the Great War. This popularity allowed him to bloodlessly coup the remnants of the Third Republic's government after moving to Algiers. Now in total command of the nation, Petain appointed close military commanders to his cabinet, declaring his regime the Fourth French Republic. With the world inching close to war, the Marshal envisions returning to his homeland and driving the Communards out of France once and for all.;Marshal Phillipe Petain is leader of the Fourth French Republic, the remains of the exiled former government of France following the Syndicalist victory in the French Civil War. Marshal Petain is renowned for winning of the Battle of Verdun, the last major French military victory in the Great War. This popularity allowed him to bloodlessly coup the remnants of the Third Republic's government after moving to Algiers. Now in total command of the nation, Petain appointed close military commanders to his cabinet, declaring his regime the Fourth French Republic. With the world inching close to war, the Marshal envisions returning to his homeland and driving the Communards out of France once and for all.;Marshal Phillipe Petain is leader of the Fourth French Republic, the remains of the exiled former government of France following the Syndicalist victory in the French Civil War. Marshal Petain is renowned for winning of the Battle of Verdun, the last major French military victory in the Great War. This popularity allowed him to bloodlessly coup the remnants of the Third Republic's government after moving to Algiers. Now in total command of the nation, Petain appointed close military commanders to his cabinet, declaring his regime the Fourth French Republic. With the world inching close to war, the Marshal envisions returning to his homeland and driving the Communards out of France once and for all.;Marshal Phillipe Petain is leader of the Fourth French Republic, the remains of the exiled former government of France following the Syndicalist victory in the French Civil War. Marshal Petain is renowned for winning of the Battle of Verdun, the last major French military victory in the Great War. This popularity allowed him to bloodlessly coup the remnants of the Third Republic's government after moving to Algiers. Now in total command of the nation, Petain appointed close military commanders to his cabinet, declaring his regime the Fourth French Republic. With the world inching close to war, the Marshal envisions returning to his homeland and driving the Communards out of France once and for all.;Marshal Phillipe Petain is leader of the Fourth French Republic, the remains of the exiled former government of France following the Syndicalist victory in the French Civil War. Marshal Petain is renowned for winning of the Battle of Verdun, the last major French military victory in the Great War. This popularity allowed him to bloodlessly coup the remnants of the Third Republic's government after moving to Algiers. Now in total command of the nation, Petain appointed close military commanders to his cabinet, declaring his regime the Fourth French Republic. With the world inching close to war, the Marshal envisions returning to his homeland and driving the Communards out of France once and for all.;Marshal Phillipe Petain is leader of the Fourth French Republic, the remains of the exiled former government of France following the Syndicalist victory in the French Civil War. Marshal Petain is renowned for winning of the Battle of Verdun, the last major French military victory in the Great War. This popularity allowed him to bloodlessly coup the remnants of the Third Republic's government after moving to Algiers. Now in total command of the nation, Petain appointed close military commanders to his cabinet, declaring his regime the Fourth French Republic. With the world inching close to war, the Marshal envisions returning to his homeland and driving the Communards out of France once and for all.;Marshal Phillipe Petain is leader of the Fourth French Republic, the remains of the exiled former government of France following the Syndicalist victory in the French Civil War. Marshal Petain is renowned for winning of the Battle of Verdun, the last major French military victory in the Great War. This popularity allowed him to bloodlessly coup the remnants of the Third Republic's government after moving to Algiers. Now in total command of the nation, Petain appointed close military commanders to his cabinet, declaring his regime the Fourth French Republic. With the world inching close to war, the Marshal envisions returning to his homeland and driving the Communards out of France once and for all.;;;x
NPERSONALITY_HERO_OF_CAUCASUS;The Hero of Caucasus;The Hero of Caucasus;The Hero of Caucasus;The Hero of Caucasus;The Hero of Caucasus;The Hero of Caucasus;The Hero of Caucasus;Герой Кавказа;;;x
DPERSONALITY_HERO_OF_CAUCASUS;President and General Abdul Tapa Medjid Bey Ortsa Tchermoeff is leader of the Mountainous Republic of the Northern Caucasus following the victory of Causian nations in the so called Caucasian war of independence against Don-Kuban Union. General Tchermoeff is renowned for securing independence of MRNC against White troops of General Anton Denikin's Volunteer Army and Bolshevik forces on Caucasus during Russian civil war in 1918-1921 and being prime minister of the MRNC from 1918 till 1924. After succesfull revolt against tyranical rule of Cossacks from Don-Kuban union, General Tchermoeff was once again called by people of Caucasus to lead their state through turbulent times and protect their newly gained independence from all external threats.;President and General Abdul Tapa Medjid Bey Ortsa Tchermoeff is leader of the Mountainous Republic of the Northern Caucasus following the victory of Causian nations in the so called Caucasian war of independence against Don-Kuban Union. General Tchermoeff is renowned for securing independence of MRNC against White troops of General Anton Denikin's Volunteer Army and Bolshevik forces on Caucasus during Russian civil war in 1918-1921 and being prime minister of the MRNC from 1918 till 1924. After succesfull revolt against tyranical rule of Cossacks from Don-Kuban union, General Tchermoeff was once again called by people of Caucasus to lead their state through turbulent times and protect their newly gained independence from all external threats.;President and General Abdul Tapa Medjid Bey Ortsa Tchermoeff is leader of the Mountainous Republic of the Northern Caucasus following the victory of Causian nations in the so called Caucasian war of independence against Don-Kuban Union. General Tchermoeff is renowned for securing independence of MRNC against White troops of General Anton Denikin's Volunteer Army and Bolshevik forces on Caucasus during Russian civil war in 1918-1921 and being prime minister of the MRNC from 1918 till 1924. After succesfull revolt against tyranical rule of Cossacks from Don-Kuban union, General Tchermoeff was once again called by people of Caucasus to lead their state through turbulent times and protect their newly gained independence from all external threats.;President and General Abdul Tapa Medjid Bey Ortsa Tchermoeff is leader of the Mountainous Republic of the Northern Caucasus following the victory of Causian nations in the so called Caucasian war of independence against Don-Kuban Union. General Tchermoeff is renowned for securing independence of MRNC against White troops of General Anton Denikin's Volunteer Army and Bolshevik forces on Caucasus during Russian civil war in 1918-1921 and being prime minister of the MRNC from 1918 till 1924. After succesfull revolt against tyranical rule of Cossacks from Don-Kuban union, General Tchermoeff was once again called by people of Caucasus to lead their state through turbulent times and protect their newly gained independence from all external threats.;President and General Abdul Tapa Medjid Bey Ortsa Tchermoeff is leader of the Mountainous Republic of the Northern Caucasus following the victory of Causian nations in the so called Caucasian war of independence against Don-Kuban Union. General Tchermoeff is renowned for securing independence of MRNC against White troops of General Anton Denikin's Volunteer Army and Bolshevik forces on Caucasus during Russian civil war in 1918-1921 and being prime minister of the MRNC from 1918 till 1924. After succesfull revolt against tyranical rule of Cossacks from Don-Kuban union, General Tchermoeff was once again called by people of Caucasus to lead their state through turbulent times and protect their newly gained independence from all external threats.;President and General Abdul Tapa Medjid Bey Ortsa Tchermoeff is leader of the Mountainous Republic of the Northern Caucasus following the victory of Causian nations in the so called Caucasian war of independence against Don-Kuban Union. General Tchermoeff is renowned for securing independence of MRNC against White troops of General Anton Denikin's Volunteer Army and Bolshevik forces on Caucasus during Russian civil war in 1918-1921 and being prime minister of the MRNC from 1918 till 1924. After succesfull revolt against tyranical rule of Cossacks from Don-Kuban union, General Tchermoeff was once again called by people of Caucasus to lead their state through turbulent times and protect their newly gained independence from all external threats.;President and General Abdul Tapa Medjid Bey Ortsa Tchermoeff is leader of the Mountainous Republic of the Northern Caucasus following the victory of Causian nations in the so called Caucasian war of independence against Don-Kuban Union. General Tchermoeff is renowned for securing independence of MRNC against White troops of General Anton Denikin's Volunteer Army and Bolshevik forces on Caucasus during Russian civil war in 1918-1921 and being prime minister of the MRNC from 1918 till 1924. After succesfull revolt against tyranical rule of Cossacks from Don-Kuban union, General Tchermoeff was once again called by people of Caucasus to lead their state through turbulent times and protect their newly gained independence from all external threats.;President and General Abdul Tapa Medjid Bey Ortsa Tchermoeff is leader of the Mountainous Republic of the Northern Caucasus following the victory of Causian nations in the so called Caucasian war of independence against Don-Kuban Union. General Tchermoeff is renowned for securing independence of MRNC against White troops of General Anton Denikin's Volunteer Army and Bolshevik forces on Caucasus during Russian civil war in 1918-1921 and being prime minister of the MRNC from 1918 till 1924. After succesfull revolt against tyranical rule of Cossacks from Don-Kuban union, General Tchermoeff was once again called by people of Caucasus to lead their state through turbulent times and protect their newly gained independence from all external threats.;;;x
NPERSONALITY_SESSHO;Sessho;Sessho;Sessho;Sessho;Sessho;Sessho;Sessho;Сешшо;;;x
DPERSONALITY_SESSHO;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;;;x
NPERSONALITY_GOMEIJI;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;Император Го-Мейдзи;;;x
